,Id,LotFrontage,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Fence,FireplaceQu,Fireplaces,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandSlope,LotArea,LowQualFinSF,MSSubClass,MasVnrArea,MasVnrType,MiscVal,MoSold,OpenPorchSF,OverallQual,PavedDrive,PoolArea,RoofMatl,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,TotalSF,BuiltAge,RemodelAge,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,CentralAir_N,CentralAir_Y,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,OverallCond_1,OverallCond_2,OverallCond_3,OverallCond_4,OverallCond_5,OverallCond_6,OverallCond_7,OverallCond_8,OverallCond_9,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD
56,1517,6.88865495787,15.3942994947,0.0,0.0,2,4,1,14.6814171352,0.0,2,6,1.0,0.0,4,-0.545503003545,2,2,4,0.0,4,3,4,2,1,1,6,0.0355849530556,1,5,3,5,15.3942994947,0,1,2,6,1,2,0,27.3747250685,0.0,14,9.66432074338,1,16.5896768915,0,0.0,6,2,-0.0604474863867,0,0.0,1,5,-0.185078803965,9.9502888814,18.3243283986,5.70563684169,1.22865469808,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
57,1518,6.72793834253,16.880891453,0.0,0.0,4,4,3,0.0,0.0,6,6,0.0,0.0,4,0.680709290204,1,2,4,0.0,4,3,4,3,0,2,6,0.431204681571,2,5,3,5,16.880891453,0,1,4,2,2,3,0,25.3703710489,0.0,15,0.0,2,0.0,5,0.0,5,2,-0.0604474863867,0,0.0,1,8,-0.440240081907,5.60873730421,20.1329778075,6.06178411138,6.06178411138,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
58,1519,6.72793834253,16.5318336571,0.0,0.0,3,4,3,15.6066016267,0.0,2,6,1.0,0.0,2,1.93194632464,2,2,4,0.0,4,2,2,3,0,2,6,0.784935262362,2,5,2,5,16.5318336571,0,1,0,2,1,2,0,25.3187706057,0.0,5,12.3768717654,1,10.656089792,4,6.82541384318,7,2,-0.0604474863867,0,0.0,1,7,0.835566307803,10.1214733559,19.7319116168,2.57858283255,0.743491774985,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
59,1520,6.81425027938,15.4482058843,0.0,0.0,3,4,3,14.3003937287,8.84865273701,1,5,1.0,0.0,4,-0.939073925286,2,2,4,0.0,4,3,0,3,0,1,6,-0.560171814592,1,5,2,5,15.4482058843,0,1,4,2,1,3,0,25.2092518373,0.0,5,8.63846186822,1,0.0,7,0.0,5,2,-0.0604474863867,0,0.0,1,6,-0.62581192041,0.0,18.4867668843,6.01972287721,6.01972287721,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,1521,7.24239925364,15.6686189379,0.0,0.0,3,4,3,14.6479806844,0.0,5,6,0.0,0.0,4,-0.782100551875,2,2,4,0.0,4,3,4,3,0,1,6,0.482402528791,1,5,2,5,15.6686189379,0,1,1,2,1,3,0,26.9931913018,0.0,5,7.35172374519,1,0.0,7,4.27800368129,5,2,-0.0604474863867,0,0.0,1,6,0.251015016518,0.0,18.7400412216,6.01972287721,6.01972287721,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
61,1522,7.0411234264,16.8150583181,0.0,0.0,3,4,3,13.7166221166,0.0,5,6,1.0,0.0,4,-0.0700329304587,2,2,4,0.0,4,3,1,2,2,1,6,-0.858050198415,2,5,3,5,16.8150583181,1,1,0,2,1,3,0,26.5686613862,0.0,5,11.8371113327,3,0.0,8,4.80504528727,6,2,-0.0604474863867,0,8.81450027981,1,6,-1.20572391573,0.0,19.500429332,6.01972287721,6.01972287721,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
62,1523,6.37721516057,14.1910618283,12.3700115691,0.0,3,4,3,0.0,0.0,6,6,0.0,0.0,4,1.78634783336,2,2,0,0.0,4,3,4,3,0,1,6,0.0542023520445,1,5,3,5,16.0989686591,0,1,4,0,1,3,0,25.454389477,0.0,9,0.0,2,0.0,4,0.0,4,2,-0.0604474863867,0,0.0,1,5,0.742780388552,0.0,18.2413821183,6.14403692017,6.14403692017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
63,1524,6.37721516057,15.1576511916,0.0,0.0,2,4,3,11.0422687541,0.0,1,6,0.0,1.0,4,0.0346159851488,2,2,4,0.0,4,3,4,3,0,1,6,0.0355849530556,1,5,3,5,15.1576511916,0,1,4,2,1,1,0,27.1263036677,0.0,5,0.0,2,0.0,7,0.0,5,2,-0.0604474863867,0,0.0,1,4,-1.09902010859,0.0,17.7005536717,6.30161234813,6.30161234813,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
64,1525,8.02585542349,14.796689542,0.0,0.0,3,4,3,13.256559786,0.0,5,6,0.0,0.0,4,-0.552327932824,2,2,4,9.51254062298,2,3,1,3,0,1,6,0.803552661351,1,5,3,5,14.796689542,0,1,4,2,1,3,0,27.0939685907,0.0,5,0.0,2,0.0,8,0.0,5,2,-0.0604474863867,0,0.0,1,5,0.0167305704074,0.0,17.7380870853,6.1842691472,6.1842691472,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
65,1526,6.72793834253,14.8613727735,0.0,0.0,2,4,0,12.5515488094,0.0,5,6,1.0,0.0,4,1.32452761883,2,2,4,0.0,4,3,4,3,0,1,6,1.76700305903,1,5,3,5,14.8613727735,0,1,4,2,1,3,0,28.5429389671,0.0,4,0.0,2,0.0,6,0.0,5,2,-0.0604474863867,0,0.0,1,5,0.216220296798,0.0,17.8124189183,6.06178411138,6.06178411138,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,1527,6.55789624365,14.84930876,0.0,0.0,2,4,3,0.0,0.0,6,6,0.0,1.0,4,1.0788301648,2,2,4,0.0,4,3,4,3,0,1,6,0.482402528791,2,5,3,5,14.84930876,0,1,2,2,1,3,0,25.0943125498,0.0,6,0.0,2,0.0,6,0.0,4,0,-0.0604474863867,0,0.0,1,4,2.08121727376,0.0,16.7623710232,7.32475465863,3.81170173916,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
67,1528,6.37721516057,14.1167656243,11.6461830457,0.0,3,4,3,12.2020185629,9.0468069586,0,5,1.0,0.0,4,-0.274780808821,0,2,4,0.0,4,3,1,3,0,1,6,0.398624233341,1,5,3,5,15.7299007156,0,1,4,0,1,3,0,25.2197507979,0.0,9,0.0,2,0.0,7,0.0,6,2,-0.0604474863867,0,0.0,1,5,0.935311170999,11.6947386098,17.958240724,6.45086024462,2.37886580797,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
68,1529,7.07070885302,15.5613425612,0.0,0.0,3,4,3,12.9057725407,11.1447538377,5,3,0.0,0.0,4,0.423636954038,2,2,4,0.0,4,3,4,3,0,1,6,-1.17454598123,2,5,2,5,15.5613425612,1,1,0,2,1,3,0,24.8911888418,0.0,5,0.0,2,0.0,8,0.0,5,2,-0.0604474863867,0,0.0,1,6,-0.702360303793,0.0,18.6167716353,5.97700948714,5.97700948714,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
69,1530,7.0411234264,16.2787978124,0.0,0.0,2,4,1,13.6292295095,10.2507355254,1,3,1.0,0.0,4,0.31898803843,2,2,4,7.89291069932,4,3,4,5,1,1,2,0.90594835579,2,5,2,5,16.2787978124,0,1,4,2,1,3,1,26.3956057568,0.0,5,9.69125264343,1,0.0,7,0.0,6,2,-0.0604474863867,0,9.9752269498,1,7,0.589683621786,13.3069157574,19.441168867,5.84471771198,4.66591022466,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
70,1531,6.37721516057,15.4980107338,13.4708844721,0.0,3,4,3,5.88953212241,0.0,0,6,1.0,0.0,4,-0.495453522167,2,2,4,0.0,4,3,4,2,2,1,3,0.203141543956,1,5,3,5,17.4993140871,0,1,4,0,1,3,0,22.2418342088,0.0,9,13.9013778673,1,0.0,0,0.0,4,2,-0.0604474863867,0,0.0,1,9,2.72144011659,7.15776625747,19.0112175664,7.82432749566,6.22393067182,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71,1532,6.22393067182,14.6479806844,0.0,0.0,2,4,3,12.8507144591,0.0,1,6,1.0,0.0,4,-0.638777037021,0,2,4,8.3560423052,4,3,2,2,1,1,6,-0.522937016614,0,3,1,3,14.6479806844,0,1,4,2,1,3,0,21.8745906701,0.0,6,0.0,2,0.0,7,0.0,5,1,-0.0604474863867,0,0.0,1,5,-0.475034801626,6.01972287721,17.5671938679,7.32475465863,6.37721516057,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
72,1533,6.69471418714,16.1304128652,0.0,0.0,3,4,2,10.3757582872,15.191605878,1,5,1.0,1.0,4,0.617009950269,2,2,4,0.0,4,3,4,3,0,1,6,-0.211095583548,2,5,3,5,16.1304128652,0,1,2,2,1,2,1,23.2973268149,0.0,5,0.0,2,0.0,8,0.0,5,2,-0.0604474863867,0,0.0,1,6,-0.505190225383,0.0,19.2706696031,6.10321517461,6.10321517461,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
73,1534,5.97700948714,14.1679678242,11.7744307225,0.0,3,4,3,0.0,0.0,6,6,0.0,0.0,2,-0.356679960166,2,2,4,0.0,4,3,4,3,0,1,6,0.082128450528,1,5,3,1,15.8204863521,0,1,2,0,1,1,0,24.2922282664,0.0,8,0.0,2,0.0,0,0.0,6,0,-0.0604474863867,0,0.0,1,6,0.0840003618648,0.0,18.043099876,6.7932790912,3.07697133101,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
74,1535,6.69471418714,15.015600643,13.0138997935,0.0,3,4,3,13.9452443529,0.0,1,6,0.0,0.0,4,0.635209761679,0,2,4,8.17439706385,2,3,4,2,1,1,6,-0.434504371416,1,5,3,5,16.9593972255,0,1,0,0,1,2,0,27.6383603407,0.0,9,0.0,2,0.0,8,7.58445114507,5,2,-0.0604474863867,0,0.0,1,7,-0.486633041533,0.0,19.2091186674,6.45086024462,0.743491774985,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
75,1536,6.28504440545,15.1424864942,9.21911586773,0.0,3,4,3,9.07876816961,0.0,5,6,0.0,0.0,4,-1.27577043637,0,2,4,10.9948055883,4,3,4,3,0,1,6,-0.81616105069,1,5,3,5,15.8004922502,0,1,4,0,1,3,0,25.349772968,0.0,9,0.0,2,0.0,5,0.0,5,2,-0.0604474863867,0,0.0,1,6,-1.36345997846,0.0,18.4185923407,7.32475465863,5.88953212241,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
76,1537,6.6611081308,14.1910618283,0.0,0.0,2,0,3,0.0,0.0,6,6,0.0,0.0,1,0.371312496234,2,2,4,0.0,1,3,4,2,1,1,6,-0.881321947152,2,1,3,1,14.1910618283,0,1,4,2,1,3,0,26.3284169809,0.0,6,0.0,2,0.0,8,0.0,2,0,-0.0604474863867,0,0.0,1,5,-0.226832467628,0.0,16.6183675933,7.24239925364,5.50816239138,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,1538,6.37721516057,14.622753149,13.1885421484,0.0,3,4,3,0.0,0.0,6,6,0.0,0.0,4,-0.604652390627,2,2,4,10.0490607372,2,2,4,3,0,2,6,-1.08145898628,1,5,3,5,16.776285594,0,2,4,5,1,2,0,26.2919983212,0.0,11,0.0,2,0.0,6,9.82303386486,8,2,-0.0604474863867,0,0.0,1,7,-0.87633390239,6.14403692017,18.9030716235,7.82432749566,2.57858283255,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,1539,5.97700948714,15.4980107338,15.3325084652,0.0,3,0,3,0.0,0.0,6,6,0.0,0.0,1,2.74638788524,2,2,4,0.0,2,2,4,3,0,3,6,-2.19850292562,2,5,3,5,18.4496790772,0,1,0,5,1,2,0,25.8907289433,0.0,11,0.0,2,0.0,6,7.77777698368,8,0,-0.0604474863867,0,0.0,1,7,1.66600028511,0.0,19.1248345153,8.04749317639,2.75922786958,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
79,1540,7.58445114507,15.3942994947,15.3942994947,0.0,4,4,2,0.0,0.0,6,6,0.0,0.0,4,-0.274780808821,2,2,1,4.00991563659,1,3,4,3,0,2,6,-0.150589036834,0,3,1,3,18.4248229,0,3,1,5,2,1,0,25.9215546572,0.0,4,0.0,2,0.0,8,4.00991563659,5,0,-0.0604474863867,0,0.0,1,12,-1.41449223405,0.0,19.9550385682,7.58445114507,6.37721516057,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,1541,6.37721516057,14.3541436271,12.9900954159,0.0,2,4,3,10.47510742,0.0,5,6,0.0,0.0,1,-0.256580997411,2,2,4,0.0,4,3,4,3,0,1,2,0.170561095726,2,5,3,5,16.5026773772,1,1,0,5,1,3,0,26.8941485644,0.0,11,0.0,2,0.0,8,0.0,6,2,-0.0604474863867,0,0.0,1,6,-0.35673275458,0.0,18.3243283986,7.27009727275,3.81170173916,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
81,1542,6.10321517461,15.0272692871,12.8691426275,0.0,3,4,3,13.9838985777,0.0,5,6,0.0,0.0,4,-1.19387128503,1,1,4,0.0,2,3,2,3,0,1,6,-0.313491277988,1,5,3,5,16.9026608197,1,1,0,0,1,3,0,23.3216539888,0.0,9,0.0,2,0.0,5,0.0,5,2,-0.0604474863867,0,0.0,1,7,0.43426720704,0.0,19.0989474561,6.37721516057,3.47609101536,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
